cgpa,resume_score,placed
6.5,6.0,1
5.97,7.16,1
6.01,7.03,1
8.94,8.47,1
5.81,5.87,0
8.15,6.15,0
7.42,7.83,1
7.33,7.24,1
4.98,7.41,1
7.13,7.61,1
5.54,8.09,0
7.95,5.69,0
6.81,4.83,1
5.76,6.99,1
5.62,6.82,0
6.09,6.71,1
6.65,7.4,1
4.5,5.58,0
5.4,7.47,1
6.07,7.57,1
7.3,6.59,1
5.82,7.92,1
6.74,6.67,0
6.95,7.46,1
5.16,,0
4.5,8.56,1
8.47,7.16,0
4.5,6.26,1
8.25,6.24,1
6.54,7.19,1
7.36,6.98,1
9.85,5.29,0
7.01,6.67,1
4.5,6.13,0
6.73,4.84,0
4.5,5.71,1
7.54,7.41,1
8.42,8.72,1
8.19,,1
9.03,3.0,0
9.9,6.58,1
7.1,,1
5.66,6.92,1
6.24,7.54,1
9.54,8.48,1
7.12,5.85,1
8.08,6.91,0
6.0,6.62,0
5.44,7.03,1
7.31,7.75,1
7.21,,1
9.27,8.16,1
7.36,7.55,1
7.62,,1
6.72,8.1,1
8.6,6.83,1
6.5,6.92,0
7.46,6.64,0
7.76,8.4,1
6.88,,1
8.86,6.27,1
6.76,8.11,1
9.67,6.88,1
7.44,7.77,0
7.85,6.64,0
6.18,6.44,1
8.47,6.99,0
6.27,6.84,1
7.61,6.82,1
9.01,5.43,0
6.31,8.68,0
6.14,9.46,0
5.9,6.59,1
6.59,,1
4.52,7.25,1
5.03,6.53,1
7.01,6.73,0
7.45,5.52,0
7.6,7.78,1
7.33,8.51,0
6.8,8.07,0
6.85,5.98,0
8.57,6.13,0
5.41,7.79,0
7.78,,1
8.1,6.62,1
6.63,7.17,1
9.67,5.43,1
7.48,6.97,1
6.59,7.17,0
4.71,6.43,1
8.18,7.0,1
5.13,6.8,0
9.21,7.32,1
7.39,6.44,0
8.24,10.0,1
8.63,7.16,1
7.32,8.71,1
9.65,6.43,1
7.19,5.72,1
5.71,6.54,0
5.04,8.12,1
8.58,4.81,1
6.74,6.51,1
7.24,7.29,1
4.75,5.56,1
6.83,,0
6.02,4.96,1
6.32,,0
6.28,5.21,0
5.5,6.04,0
6.93,6.2,0
7.75,8.8,1
5.98,7.4,1
6.16,6.25,0
8.18,6.39,1
9.08,5.38,1
5.16,7.87,0
6.16,6.12,1
7.98,4.93,1
9.04,6.31,1
7.32,7.27,0
6.34,5.73,1
5.93,,1
7.21,9.19,1
7.99,7.1,1
7.6,8.12,1
9.13,,1
7.07,9.27,0
6.07,7.08,0
5.09,7.35,1
7.32,,1
7.03,4.53,1
6.09,4.08,1
4.91,7.07,0
6.88,,0
5.37,8.11,1
6.84,7.2,1
6.52,6.15,1
8.05,6.94,1
7.14,8.16,0
6.45,8.3,1
5.21,6.47,0
8.08,7.6,1
6.97,7.02,1
4.82,5.81,0
7.46,7.82,0
6.28,4.59,1
8.18,7.48,1
7.86,6.3,1
8.33,6.44,1
7.58,8.26,0
7.55,6.98,0
5.33,7.23,1
7.42,5.78,1
6.67,6.91,1
6.16,8.02,1
7.31,6.27,1
5.55,5.77,0
6.55,7.51,0
6.73,6.72,1
9.0,,1
4.88,7.08,0
7.85,7.33,0
6.37,6.81,1
6.48,6.54,0
6.53,7.03,1
6.41,7.43,0
7.03,3.96,1
6.96,7.3,0
5.88,8.39,1
8.94,6.76,1
4.84,5.75,0
8.05,3.94,1
5.59,,1
8.97,7.41,0
6.0,5.88,1
7.13,7.35,0
9.03,4.4,1
6.42,6.07,0
6.11,5.49,1
8.51,5.26,1
8.47,8.66,1
6.84,4.32,0
6.69,7.75,1
7.17,5.51,1
5.11,,1
8.91,8.08,1
7.76,5.42,1
6.06,6.87,0
6.7,8.38,1
8.11,6.24,1
5.09,5.86,1
8.43,,1
8.4,4.97,1
8.13,7.15,1
8.31,7.09,1
5.72,8.08,1
7.87,6.77,1
6.12,4.09,0
8.77,6.0,1
5.86,7.32,1
7.4,8.43,1
6.44,7.94,0
6.13,,1
7.5,,1
8.15,5.45,0
8.73,7.75,1
8.24,8.79,1
6.35,6.38,1
5.06,6.83,1
6.87,,1
7.13,7.54,0
5.96,8.06,0
6.02,6.93,0
7.03,5.99,1
7.1,6.35,0
6.65,7.93,1
5.43,5.99,0
6.72,6.56,1
6.22,5.77,1
6.61,7.63,0
6.6,7.23,1
6.76,8.79,1
7.38,,1
7.65,5.03,0
8.16,8.19,1
6.27,6.25,0
6.29,7.73,0
6.62,6.51,0
6.05,6.02,0
8.82,8.33,1
5.96,,0
6.38,5.89,1
7.19,5.41,1
6.94,6.53,1
5.0,4.9,1
5.5,6.6,1
7.12,6.46,1
5.71,6.94,1
5.51,4.9,1
8.18,,1
7.61,6.12,1
7.21,6.32,1
9.25,6.76,1
9.94,7.49,0
9.12,6.45,1
5.89,7.22,1
8.17,3.77,1
6.51,5.85,1
7.9,5.78,0
8.01,5.99,1
4.52,6.83,1
6.75,,1
6.74,7.47,1
8.11,7.2,1
8.3,6.51,1
8.67,8.15,1
7.59,7.12,1
6.68,,1
6.56,4.27,0
5.7,4.6,1
9.24,5.91,1
6.65,6.26,0
7.19,9.84,1
6.47,7.26,1
8.03,6.81,1
8.14,6.05,1
5.81,8.06,1
6.56,,0
7.57,4.83,1
5.4,7.41,0
5.31,,1
7.35,5.39,1
6.09,,1
6.94,5.32,1
7.2,,1
8.29,8.2,1
8.31,5.98,1
7.21,5.26,0
5.91,9.33,0
8.84,4.63,1
7.64,8.62,0
5.43,7.88,1
7.33,6.03,1
5.91,5.62,1
5.99,6.6,0
8.39,,1
7.21,7.94,1
6.83,7.33,1
7.73,7.22,1
6.5,7.7,1
7.27,5.59,0
8.13,7.66,1
7.59,,0
7.93,9.84,1
5.81,6.42,1
5.2,5.82,0
7.2,5.8,1
10.0,6.33,0
7.22,7.15,1
7.32,,1
6.95,5.08,1
8.21,6.87,1
7.67,5.94,1
7.78,6.48,1
6.75,7.53,0
6.15,5.95,1
9.67,5.67,1
6.92,6.47,1
7.84,,0
6.79,6.93,1
8.51,5.04,1
6.57,6.08,0
7.02,7.07,1
5.29,,1
8.51,5.26,0
6.23,6.94,1
8.03,5.21,1
7.94,4.84,1
8.65,8.55,1
7.27,10.0,1
9.04,6.92,1
5.67,7.06,1
9.14,7.68,0
9.0,7.57,1
6.72,8.82,1
6.58,,1
7.87,,1
7.34,,1
6.51,7.48,0
7.87,7.04,1
9.41,7.2,1
6.69,7.09,0
6.78,5.63,0
5.11,6.79,0
7.51,8.08,1
6.05,7.33,0
6.27,9.25,1
7.62,,1
9.72,6.42,1
5.74,6.49,1
6.39,6.84,0
6.77,6.22,0
8.24,7.02,1
6.97,8.35,1
7.01,6.01,0
8.77,,1
7.9,5.39,1
5.98,8.15,1
5.96,7.33,1
7.01,5.6,0
5.05,6.36,1
5.46,5.82,1
7.19,6.53,1
7.08,6.97,1
7.37,6.19,0
7.43,5.19,1
7.43,7.02,0
7.69,5.58,0
8.85,3.26,0
9.43,7.29,1
6.98,7.2,1
5.88,7.79,1
6.94,10.0,1
7.07,7.84,0
7.87,5.24,0
4.5,6.4,1
7.36,8.15,1
6.37,7.57,1
6.32,7.72,0
5.74,,0
5.31,5.42,1
6.99,4.85,0
7.78,8.27,1
7.82,7.82,0
6.63,6.27,0
7.27,6.43,1
6.64,7.42,0
7.95,8.97,1
7.23,7.32,1
7.95,7.26,1
8.06,7.47,1
6.91,7.23,1
5.76,7.67,1
8.4,5.06,1
4.5,8.64,1
4.67,7.67,0
6.63,6.06,0
6.85,8.63,1
6.68,4.86,1
7.12,8.28,1
7.12,7.32,1
6.73,7.23,0
7.33,,1
5.35,7.45,0
7.31,5.31,0
7.67,6.68,1
10.0,8.16,1
6.69,4.69,1
5.81,4.99,0
6.67,6.26,0
7.78,,1
5.94,7.08,0
7.2,7.49,1
5.99,8.45,1
7.23,7.56,0
5.91,7.24,1
4.5,6.57,0
8.68,6.31,1
6.91,6.5,0
8.56,6.62,1
6.61,,1
7.29,7.55,0
6.0,6.64,0
6.15,6.67,1
6.34,5.66,0
7.16,8.27,1
7.15,,0
7.43,7.97,0
8.51,5.88,1
7.1,6.9,0
5.61,6.83,0
5.57,,1
6.68,6.74,0
6.15,9.89,1
7.15,,1
6.0,,1
8.39,6.97,1
7.32,5.5,1
6.91,7.65,1
8.99,6.39,1
5.91,8.9,1
6.95,5.57,1
6.04,7.59,1
7.16,,1
5.39,4.0,0
5.1,6.57,0
9.87,,1
5.13,7.38,1
5.23,5.9,1
6.56,4.66,0
5.98,8.56,1
6.56,,1
5.21,5.59,1
8.07,8.99,0
8.61,6.4,1
5.82,6.89,0
7.54,7.96,1
7.11,5.35,0
8.14,4.82,1
6.41,4.24,1
8.83,7.99,1
6.99,6.89,1
8.61,5.96,0
8.61,6.66,1
8.89,6.39,0
7.67,,0
7.56,5.89,1
5.68,6.76,0
6.48,6.89,1
8.79,,1
6.85,4.42,0
8.42,6.69,1
6.52,6.37,0
5.66,,0
8.49,8.53,1
6.08,7.08,0
7.76,7.71,1
6.6,5.77,1
9.15,4.9,0
7.63,9.29,1
5.67,,0
4.5,8.71,0
8.02,8.71,1
5.64,5.31,1
6.89,5.83,1
8.85,5.46,1
6.63,6.31,0
7.44,8.17,0
5.67,7.38,0
8.24,10.0,1
8.78,5.19,0
4.6,6.45,0
6.96,6.72,0
8.2,5.6,0
5.33,6.04,0
5.4,7.43,0
6.58,7.56,1
6.44,5.33,1
5.9,6.72,1
7.93,6.11,1
6.65,,1
6.85,9.54,1
9.96,6.38,0
6.89,8.56,0
8.83,6.38,1
6.29,8.89,1
6.41,7.35,1
7.09,,1
8.32,6.2,1
6.27,,1
7.2,,0
4.85,7.46,1
6.24,8.79,0
8.14,6.35,1
6.8,7.6,0
8.89,6.75,1
7.78,8.98,1
7.19,5.96,1
7.18,8.78,1
8.01,8.03,1
8.3,4.78,1
6.51,8.15,1
7.48,6.98,1
7.06,6.26,1
8.9,7.93,0
8.28,6.97,1
5.95,4.44,1
7.77,5.64,0
6.03,4.0,0
5.95,8.25,1
4.9,9.97,1
7.28,6.27,1
7.17,7.72,1
5.34,3.92,1
9.09,7.35,1
6.99,7.3,1
6.81,4.3,1
7.99,6.09,1
7.46,9.73,1
7.03,,1
4.74,7.26,1
9.43,6.7,0
8.0,6.67,1
6.67,6.65,1
7.96,8.07,1
4.59,6.94,1
7.1,8.45,0
6.6,9.26,1
6.7,7.77,1
8.77,7.79,1
7.92,5.14,1
6.57,6.89,1
7.94,,0
7.04,6.93,1
7.29,,1
6.91,,1
6.37,5.72,0
9.73,8.93,1
5.96,10.0,1
6.81,4.6,0
7.1,6.05,1
5.91,8.46,1
5.48,7.52,1
8.1,7.84,1
6.77,8.93,0
6.3,6.86,1
5.57,7.02,1
7.65,7.37,1
5.44,5.85,1
5.01,6.7,1
5.53,5.95,1
7.75,5.63,0
6.98,6.44,0
7.98,5.09,1
7.95,6.56,1
5.94,6.53,1
5.19,8.34,1
6.2,6.01,0
7.86,6.52,1
6.27,6.73,1
5.93,6.95,1
5.34,5.87,1
7.84,4.05,1
7.47,6.59,1
5.97,5.53,1
6.17,9.86,1
7.58,,1
8.33,5.32,1
5.85,4.7,0
10.0,6.62,1
7.94,5.0,0
9.05,6.73,1
8.35,,1
6.9,5.57,0
6.15,5.4,1
9.82,9.04,1
6.44,7.65,1
7.31,7.2,1
5.78,6.5,1
5.46,6.73,1
7.64,,1
6.31,6.17,0
7.51,6.66,1
6.9,7.28,0
6.79,5.52,0
7.41,7.97,1
5.94,7.3,1
8.73,6.5,1
8.5,,1
7.27,3.58,0
6.81,5.29,1
6.36,5.56,1
7.1,4.92,1
6.8,7.07,0
5.57,9.14,0
6.73,4.25,0
6.26,8.58,0
7.4,7.92,1
7.21,4.84,1
5.54,,0
7.29,5.63,1
5.21,4.25,0
9.49,6.59,1
9.06,4.97,1
6.97,6.58,1
6.59,5.85,0
6.14,5.83,0
6.5,4.93,0
8.3,7.86,1
5.56,7.66,1
6.78,4.3,1
4.5,5.2,1
8.76,9.07,1
7.28,6.69,1
6.22,5.85,0
7.56,5.62,1
5.79,8.1,0
6.16,7.21,1
7.55,5.67,1
6.9,,1
6.24,6.71,1
6.35,7.37,1
8.2,5.95,1
6.74,7.2,0
4.5,8.4,0
7.27,7.63,1
7.35,7.69,1
7.9,,1
6.27,5.92,0
4.5,7.63,1
6.87,5.44,1
7.26,7.24,1
6.68,7.19,1
7.55,6.67,1
8.29,6.14,0
7.4,7.11,0
7.98,6.32,0
8.54,7.26,1
7.34,6.24,1
7.09,8.17,1
5.66,8.35,0
8.2,5.67,0
7.46,4.4,0
8.39,8.33,1
6.89,9.03,0
6.46,6.64,1
5.26,6.64,1
6.37,5.48,1
7.53,5.98,0
5.62,5.63,0
7.43,5.78,1
6.98,5.11,1
7.09,3.47,1
6.32,6.97,1
6.49,6.88,1
8.98,7.51,1
5.71,6.53,1
5.04,4.96,1
5.84,5.28,1
4.73,5.9,1
6.74,7.05,1
6.89,9.97,1
4.5,6.93,0
5.43,6.98,1
7.28,5.31,0
8.42,5.94,1
6.34,5.6,1
7.72,7.89,1
4.51,5.44,0
6.93,6.29,1
8.15,9.4,1
5.38,,1
7.57,6.65,0
6.41,6.64,1
7.5,7.02,0
5.96,7.1,1
7.29,6.99,1
6.65,,1
6.76,4.96,1
9.49,9.22,1
6.47,3.0,0
7.34,8.1,1
5.29,,1
5.12,5.98,0
7.62,6.8,1
7.31,8.62,1
8.61,6.41,0
7.1,8.24,1
5.47,7.11,1
5.76,6.12,1
8.33,8.08,1
7.79,7.11,1
5.93,,1
7.64,8.87,1
9.63,6.88,0
6.45,7.94,1
6.17,5.37,0
7.09,,1
8.08,5.06,1
7.33,6.67,0
6.97,7.65,1
7.03,4.15,0
4.74,,1
5.59,,0
5.67,9.6,1
6.53,6.89,0
6.47,5.89,1
9.73,5.8,1
4.5,10.0,1
5.8,8.98,1
4.76,6.07,0
8.92,5.24,0
7.83,8.59,1
6.59,9.12,1
8.33,8.41,1
7.36,8.94,1
6.33,7.12,1
7.3,7.05,1
9.19,5.62,1
7.08,4.52,1
8.1,7.25,1
6.67,5.94,0
5.9,7.06,1
6.71,6.22,1
5.73,6.81,1
6.75,5.55,1
7.67,4.11,0
8.27,5.02,1
7.7,,1
5.5,8.65,1
6.29,5.54,0
7.13,6.7,1
6.56,7.08,0
5.57,5.94,0
5.1,6.18,0
8.2,5.37,0
7.45,6.84,1
7.52,5.04,1
6.01,10.0,1
7.29,7.77,1
7.81,,0
6.96,7.14,0
7.4,6.75,0
7.24,7.35,1
6.58,9.35,0
7.39,6.32,1
6.86,5.49,0
8.27,,1
6.04,,0
6.81,8.69,1
8.48,5.72,1
6.99,8.15,1
7.71,6.6,1
7.76,6.99,1
6.37,6.72,1
6.03,5.92,1
7.43,,1
5.73,6.64,0
5.46,7.66,1
5.92,7.66,1
6.25,7.59,1
8.33,5.17,1
6.54,6.35,1
7.84,6.13,1
7.35,4.81,0
7.16,7.54,1
4.78,8.45,0
7.66,6.91,0
9.81,8.16,1
5.49,7.39,0
7.04,8.08,0
8.32,6.66,1
8.26,,1
6.68,8.36,1
7.59,6.2,1
5.0,7.36,1
7.33,4.42,1
5.89,,1
6.92,8.26,0
6.39,8.49,1
7.38,,0
7.76,,1
7.19,6.89,1
4.77,6.38,1
7.04,6.24,1
8.63,8.02,1
8.35,6.98,1
5.77,7.34,0
4.83,7.39,1
6.59,5.3,1
6.03,,0
9.13,8.15,1
8.13,5.15,0
7.47,,1
4.88,9.94,1
7.67,6.82,1
8.3,6.68,1
5.88,7.76,1
7.83,,1
5.17,,1
8.03,8.69,1
8.45,,1
7.53,5.9,1
5.63,7.06,1
7.78,,1
5.46,7.84,1
5.79,6.91,1
7.48,8.3,1
7.21,6.53,1
6.19,8.08,0
6.94,,1
7.47,5.88,1
7.52,6.16,0
9.44,6.29,0
6.16,7.48,1
8.92,8.29,1
6.89,7.53,0
5.52,7.86,1
8.7,8.08,1
6.62,5.42,1
8.92,9.34,1
5.48,3.0,0
6.58,6.86,0
6.57,5.03,1
5.27,5.19,1
6.0,,1
8.14,5.4,1
8.5,,1
6.53,4.42,0
5.85,7.24,1
8.73,8.69,1
7.55,5.43,0
5.45,5.97,1
5.07,,0
7.67,,1
8.49,7.77,1
6.56,,0
7.43,4.88,1
7.68,3.56,1
5.63,10.0,0
5.54,4.93,1
8.83,7.98,1
7.51,,1
7.58,6.42,0
7.88,7.54,1
4.87,4.94,1
8.54,,0
5.87,6.74,0
7.5,5.58,1
6.17,7.12,0
7.1,5.47,1
7.35,4.61,1
6.7,,1
7.67,6.26,1
6.25,8.42,0
5.95,5.4,1
6.3,,0
6.78,6.77,1
7.3,7.32,1
8.96,6.07,0
8.34,6.25,1
7.51,6.79,1
7.26,5.29,1
6.89,7.49,1
7.46,5.25,0
6.56,7.06,0
4.5,7.89,1
6.91,6.79,0
7.76,,1
6.58,7.43,1
7.31,5.16,0
7.98,8.0,1
7.04,5.6,1
7.56,5.92,1
7.12,7.62,1
6.26,6.77,0
4.97,8.69,1
6.68,,0
7.22,6.84,1
4.5,7.13,0
6.03,5.47,1
6.88,,1
4.5,7.3,1
9.75,7.69,1
8.18,9.27,1
6.97,,0
7.76,,0
8.33,6.16,1
7.33,8.29,0
5.12,6.22,1
6.2,7.55,0
6.22,7.56,1
7.02,4.37,0
8.97,4.19,1
7.74,8.28,1
5.12,7.64,0
6.75,4.74,1
6.62,8.39,1
8.27,7.17,0
5.92,8.01,0
7.94,10.0,1
5.29,6.42,1
6.9,6.47,1
7.13,6.69,1
7.01,6.25,1
7.42,5.56,0
8.51,8.74,1
6.44,5.25,1
7.65,6.83,1
5.66,7.73,0
7.83,5.68,0
7.0,5.38,1
4.5,6.55,0
8.83,8.18,1
5.63,7.5,0
9.07,,0
6.71,6.81,0
7.39,6.73,0
5.76,6.28,1
7.34,8.92,1
7.82,8.19,1
5.89,,1
8.16,5.36,1
10.0,8.83,1
6.46,5.11,0
7.78,7.6,1
7.5,9.59,1
7.09,6.46,1
5.12,5.23,0
7.06,7.14,0
8.16,6.02,1
7.12,8.3,1
8.36,4.91,1
8.27,7.07,1
10.0,5.8,1
7.15,4.55,1
8.72,7.65,1
6.46,6.16,1
5.09,5.61,0
7.27,7.74,0
6.14,,0
6.66,7.35,0
8.19,7.42,1
7.31,7.46,1
8.39,6.88,1
7.47,6.74,1
4.66,6.5,1
7.45,6.88,1
7.41,5.52,0
7.67,5.95,0
6.21,6.32,0
6.96,,1
5.89,7.82,0
5.7,7.29,1
6.68,7.9,1
6.68,5.82,1
6.14,5.68,1
7.37,8.65,1
7.78,5.95,0
8.59,8.44,1
7.97,6.94,1
6.28,6.31,0
7.8,5.12,1
7.96,8.59,1
9.15,,1
7.64,4.91,1
7.3,7.14,1
7.43,6.24,1
5.52,7.41,1
6.62,4.47,0
7.6,5.0,1
7.97,6.74,1
6.72,8.95,1
5.56,7.45,0
6.72,5.55,1
6.28,5.07,0
5.74,6.22,1
9.03,8.24,0
5.5,6.46,1
5.96,5.68,0
8.27,7.74,1
6.36,,0
5.28,7.19,1
8.31,8.33,1
9.27,6.0,1
7.03,7.43,1
7.17,7.2,0
6.63,7.24,1
7.52,7.44,1
6.31,7.71,1
6.24,4.98,1
7.92,4.68,1
5.93,8.33,1
8.23,9.54,1
4.88,7.53,1
7.66,6.94,0
7.99,,0
7.35,7.71,1
6.78,6.26,1
7.91,7.86,1
6.09,6.71,0
8.17,6.15,1
8.15,8.22,1
7.4,7.43,0
8.68,5.45,0
5.79,6.32,1
6.01,5.96,1
7.58,,1
8.34,6.37,1
4.82,8.79,1
6.64,,1
8.78,9.88,1
7.4,7.28,1
4.5,6.84,0
6.72,8.41,1
6.89,8.55,1
5.1,7.07,0
7.77,6.91,1
6.5,,1
6.59,8.97,1
6.36,6.97,0
7.19,6.77,0
9.11,8.47,1
8.11,6.34,1
8.7,,1
7.24,6.83,0
6.94,9.57,1
5.83,6.06,0
8.2,4.22,1
4.89,4.54,1
6.59,7.18,0
9.55,,1
8.53,7.18,0
6.37,5.58,0
5.17,4.28,0
5.88,8.99,1
6.72,5.59,0
8.55,7.7,1
5.94,6.84,0
7.1,6.25,1
8.28,10.0,1
7.47,6.03,1
6.14,5.16,0
6.6,4.02,0
7.28,4.59,1
8.37,6.81,0
7.31,8.08,0
5.96,8.34,1
5.73,7.37,0
7.76,5.99,0
8.93,8.3,1
7.01,8.12,1
5.5,5.77,0
6.3,8.99,1
9.92,8.21,1
8.02,9.81,1
5.18,9.04,1
8.25,4.78,0
8.45,7.8,1
5.96,6.42,1
8.75,7.66,1
6.82,,0
8.12,8.27,1
7.11,9.07,1
6.66,6.24,1
5.53,6.2,0
6.33,5.35,1
6.84,5.91,1
7.51,5.63,1
4.73,6.58,0
6.8,,1
5.54,7.63,1
6.95,6.17,1
5.32,5.94,1
6.11,6.98,0
5.03,6.64,1
7.92,6.63,1
8.02,5.11,0
8.11,6.96,1
7.61,6.8,1
6.47,7.85,1
7.0,6.93,1
8.68,8.16,1
5.94,5.73,1
7.57,5.99,0
5.97,9.67,1
6.81,7.88,0
9.57,7.34,1
8.58,7.62,0
8.99,,1
7.11,5.36,0
6.46,8.3,1
8.26,7.36,1
5.0,7.32,0
6.86,9.28,1
7.79,5.34,0
7.98,3.0,0
5.41,6.4,1
5.14,6.68,1
7.65,7.81,0
5.95,7.96,0
6.15,,0
5.53,,0
7.74,6.7,1
6.34,6.63,1
7.54,6.3,1
5.92,5.27,0
6.78,5.85,1
7.1,9.86,1
7.64,,1
8.5,,1
5.31,8.01,1
7.54,7.03,1
7.39,6.11,1
4.77,7.1,0
7.44,3.76,0
6.61,7.18,0
6.79,5.31,1
8.07,7.32,1
5.31,6.29,1
7.7,8.22,1
8.54,7.27,1
7.76,7.38,1
8.65,4.9,1
6.4,6.11,1
8.64,7.6,0
4.94,7.49,1
5.91,8.1,1
7.08,6.22,1
6.96,4.72,1
7.67,8.07,1
8.0,7.95,1
6.44,6.85,0
6.95,7.6,1
6.53,5.46,1
8.69,8.66,0
6.03,6.35,0
5.68,6.51,0
8.3,8.82,1
7.93,6.7,0
6.95,8.83,1
8.49,5.84,1
6.88,4.28,1
7.94,,1
7.36,9.52,1
6.43,7.77,0
6.46,8.34,1
8.28,6.65,1
4.5,8.98,1
7.57,7.03,0
6.53,5.83,1
7.28,8.06,1
8.15,5.8,0
8.64,6.32,0
5.45,6.54,1
6.72,5.54,0
6.72,,1
6.92,,0
8.47,8.39,0
7.64,6.59,1
6.67,6.75,1
5.66,6.24,0
7.98,7.13,0
7.23,6.66,0
7.92,6.79,1
7.11,5.65,0
7.23,7.8,1
9.42,7.51,1
7.35,4.86,0
6.57,8.52,0
8.18,7.41,1
8.22,6.66,1
4.72,8.04,0
6.21,8.0,1
7.04,,0
6.67,9.69,1
6.61,6.7,0
6.27,,0
8.43,7.77,1
6.54,6.52,0
7.66,6.57,1
7.25,6.3,1
6.59,6.72,1
6.48,7.62,0
7.47,7.17,1
6.65,,1
5.14,6.24,1
5.3,5.78,1
6.85,7.51,1
7.49,7.22,1
6.54,,0
6.6,6.08,1
6.37,,0
5.16,6.93,1
6.14,4.45,0
5.88,,0
7.18,5.24,1
6.46,5.6,1
6.37,6.49,1
6.39,6.0,1
7.24,7.22,1
6.3,8.23,1
5.52,7.46,1
6.08,5.25,0
8.8,5.02,0
7.26,5.83,0
7.59,5.69,1
7.02,7.2,1
7.94,5.19,0
8.34,8.57,1
8.73,5.94,1
7.49,6.95,1
7.12,6.87,1
5.01,4.6,0
6.82,5.93,1
4.5,8.12,1
6.92,6.87,1
6.67,5.02,0
7.29,6.89,1
7.53,8.35,0
7.15,3.75,0
7.65,7.68,1
7.36,7.28,0
8.2,,1
7.03,8.41,1
5.88,5.29,0
6.29,6.79,1
8.23,6.24,1
8.89,7.94,1
6.87,4.96,0
7.96,7.66,0
6.32,,0
5.3,4.2,0
5.18,7.1,0
7.7,8.8,1
6.53,7.7,1
8.33,5.79,1
6.77,7.01,0
8.88,6.17,1
6.79,4.44,0
4.83,6.5,0
5.59,4.72,1
5.62,6.18,0
9.02,5.51,1
5.48,,0
9.02,8.53,1
6.11,,1
5.78,5.31,1
7.5,6.67,0
6.55,7.23,1
6.76,,1
6.73,6.86,0
5.05,5.59,0
8.67,4.75,0
6.93,8.37,1
9.72,7.42,1
8.37,5.5,0
7.76,7.52,1
6.67,7.1,1
8.81,6.41,1
7.82,5.64,0
8.97,9.33,1
8.05,,1
7.65,5.16,1
6.81,4.22,0
9.36,9.69,1
7.33,7.16,0
8.41,9.77,1
4.7,6.81,0
5.06,5.62,1
7.81,8.74,1
7.64,4.81,0
8.02,8.31,1
7.36,6.12,1
6.69,8.31,1
8.08,3.53,1
6.77,7.35,0
7.45,7.23,0
4.64,6.65,0
6.71,4.16,0
8.95,,1
7.4,4.55,0
8.97,5.8,1
6.12,6.41,1
7.75,,0
6.78,5.35,1
5.14,5.98,1
6.05,6.47,1
7.6,4.62,0
7.85,7.46,1
7.65,8.64,1
7.85,7.72,1
7.39,,1
7.66,,1
5.86,7.67,1
5.42,8.31,0
8.15,,1
7.13,7.55,1
6.86,4.84,1
6.43,9.56,1
6.08,8.3,0
5.07,5.91,0
5.7,5.34,0
5.0,7.09,0
6.16,8.34,1
6.76,10.0,1
8.65,5.74,1
6.02,6.22,0
7.95,7.47,1
6.02,6.14,0
5.95,6.96,0
7.28,7.36,1
5.6,6.88,0
6.05,7.45,1
6.3,6.3,0
7.77,7.83,1
4.96,7.08,0
9.41,7.75,1
8.51,,1
6.57,6.16,1
6.79,8.36,1
8.17,6.17,1
7.7,5.85,0
6.88,9.71,1
5.13,5.46,0
6.02,7.46,1
7.37,3.61,0
7.9,6.8,1
6.28,9.54,1
7.78,8.53,1
5.72,8.02,1
7.09,8.32,1
5.37,5.47,1
5.34,,1
8.53,7.57,1
8.09,5.65,1
7.24,7.22,1
5.65,6.56,1
4.5,4.94,0
8.95,3.11,1
6.67,6.47,1
7.55,6.04,0
5.54,6.51,0
7.64,8.7,0
8.3,,1
6.84,5.69,0
5.96,6.66,0
5.82,6.19,0
7.11,4.95,0
6.52,6.47,0
8.59,7.08,1
8.84,7.46,1
8.67,6.46,1
8.23,5.77,1
6.53,6.83,1
7.66,8.27,1
6.7,6.31,0
6.1,8.09,0
6.37,6.21,1
7.41,8.18,1
7.31,6.9,1
6.6,7.24,0
6.31,8.79,1
8.49,7.44,0
6.43,6.79,1
7.65,7.45,1
7.76,8.83,1
6.34,6.92,1
8.53,7.34,1
7.0,8.97,1
7.65,7.44,1
7.31,7.5,0
7.67,6.81,1
8.15,6.72,1
9.54,7.45,1
6.51,6.0,1
7.85,8.18,0
7.85,7.45,1
7.36,9.68,1
7.18,7.31,1
7.79,6.44,0
6.22,4.0,1
7.47,6.07,0
6.33,,0
8.78,6.2,1
9.05,6.13,1
7.1,5.56,1
6.79,6.58,0
5.12,7.21,1
7.34,,1
6.97,6.16,1
6.17,5.06,1
8.93,7.33,1
7.34,3.58,0
5.71,6.6,0
6.16,6.15,0
6.64,7.02,1
6.01,4.6,1
6.85,6.48,0
9.33,8.02,1
6.29,6.55,1
8.75,5.95,1
7.52,6.63,0
7.5,8.91,0
8.25,8.21,1
7.31,5.29,1
8.42,7.88,0
7.46,6.1,1
6.63,7.68,1
8.94,5.44,1
6.56,8.26,1
5.99,5.46,0
5.63,9.59,1
7.34,,1
6.62,9.37,1
6.35,3.82,1
6.92,7.79,1
5.07,7.95,0
8.12,6.88,1
6.69,9.99,1
7.58,6.6,1
7.81,8.03,1
6.43,5.75,1
6.5,7.86,0
7.14,6.3,1
6.72,7.8,1
7.51,,1
6.89,6.86,1
7.19,5.41,1
8.42,6.71,0
10.0,8.3,1
5.54,9.85,1
